c,h,l,n,o,t,v,vw
523.12,523.12,522.5,78,522.5,2025-01-21 09:00:00+00:00,2554,522.965561
523.0,523.04,522.94,51,523.04,2025-01-21 09:01:00+00:00,2228,523.025719
522.96,523.02,522.96,49,522.97,2025-01-21 09:02:00+00:00,2797,522.971064
523.02,523.02,522.95,51,522.95,2025-01-21 09:03:00+00:00,3079,522.964973
523.14,523.14,523.1,17,523.11,2025-01-21 09:04:00+00:00,891,523.126005
523.3,523.3,523.28,26,523.28,2025-01-21 09:05:00+00:00,2697,523.280804
523.27,523.35,523.27,42,523.35,2025-01-21 09:06:00+00:00,1747,523.277982
523.19,523.27,523.19,62,523.27,2025-01-21 09:07:00+00:00,2515,523.253077
523.45,523.45,523.45,21,523.45,2025-01-21 09:08:00+00:00,790,523.45
523.3,523.37,523.3,65,523.36,2025-01-21 09:09:00+00:00,3854,523.342088
523.53,523.53,523.33,34,523.33,2025-01-21 09:10:00+00:00,1258,523.476
523.67,523.71,523.58,40,523.58,2025-01-21 09:11:00+00:00,1386,523.67
523.72,523.74,523.64,47,523.65,2025-01-21 09:12:00+00:00,2790,523.685128
523.67,523.72,523.64,24,523.7,2025-01-21 09:13:00+00:00,1080,523.677521
523.59,523.66,523.59,39,523.64,2025-01-21 09:14:00+00:00,1743,523.636988
523.85,523.87,523.85,29,523.87,2025-01-21 09:15:00+00:00,1197,523.857376
523.46,523.6,523.46,38,523.6,2025-01-21 09:16:00+00:00,1099,523.532
523.42,523.45,523.33,46,523.45,2025-01-21 09:17:00+00:00,6471,523.413621
523.48,523.48,523.33,59,523.33,2025-01-21 09:18:00+00:00,9219,523.428888
523.42,523.48,523.42,27,523.47,2025-01-21 09:19:00+00:00,1554,523.461
523.41,523.41,523.41,12,523.41,2025-01-21 09:20:00+00:00,481,523.41
523.61,523.61,523.6,18,523.6,2025-01-21 09:22:00+00:00,721,523.606
523.8,523.8,523.8,16,523.8,2025-01-21 09:23:00+00:00,349,523.8
523.7,523.7,523.7,11,523.7,2025-01-21 09:24:00+00:00,476,523.7
523.33,523.46,523.33,35,523.46,2025-01-21 09:25:00+00:00,1422,523.417691
523.43,523.43,523.43,20,523.43,2025-01-21 09:26:00+00:00,605,523.43
523.46,523.46,523.46,14,523.46,2025-01-21 09:27:00+00:00,252,523.46
523.5,523.5,523.49,12,523.49,2025-01-21 09:28:00+00:00,1183,523.496154
523.64,523.64,523.55,22,523.55,2025-01-21 09:29:00+00:00,1123,523.611333
523.79,523.79,523.69,26,523.7,2025-01-21 09:30:00+00:00,1291,523.718269
523.94,523.94,523.87,46,523.87,2025-01-21 09:32:00+00:00,1475,523.91946
524.02,524.05,524.01,21,524.05,2025-01-21 09:34:00+00:00,913,524.02314
524.07,524.07,524.06,18,524.06,2025-01-21 09:35:00+00:00,622,524.064845
524.16,524.16,523.99,31,524.0,2025-01-21 09:36:00+00:00,1635,524.079083
523.94,524.01,523.92,34,524.01,2025-01-21 09:38:00+00:00,1346,523.946
523.97,523.99,523.97,25,523.98,2025-01-21 09:39:00+00:00,1368,523.975146
523.99,523.99,523.99,12,523.99,2025-01-21 09:40:00+00:00,167,523.99
523.88,523.93,523.88,26,523.9,2025-01-21 09:41:00+00:00,1062,523.906596
523.93,523.93,523.93,17,523.93,2025-01-21 09:42:00+00:00,361,523.93
523.81,523.82,523.78,18,523.78,2025-01-21 09:44:00+00:00,699,523.791966
523.84,523.84,523.84,14,523.84,2025-01-21 09:45:00+00:00,274,523.84
523.98,523.98,523.98,17,523.98,2025-01-21 09:48:00+00:00,355,523.98
524.01,524.01,524.01,11,524.01,2025-01-21 09:49:00+00:00,356,524.01
524.03,524.04,524.0,25,524.04,2025-01-21 09:50:00+00:00,1348,524.017273
524.03,524.03,524.03,12,524.03,2025-01-21 09:53:00+00:00,161,524.03
523.93,523.94,523.93,19,523.94,2025-01-21 09:54:00+00:00,1397,523.931667
523.98,524.02,523.98,20,523.98,2025-01-21 09:55:00+00:00,1186,524.011245
523.96,523.96,523.96,10,523.96,2025-01-21 09:57:00+00:00,277,523.96
524.43,524.43,524.24,50,524.24,2025-01-21 09:59:00+00:00,2471,524.315911
524.47,524.52,524.47,45,524.52,2025-01-21 10:00:00+00:00,830,524.495
524.61,524.61,524.52,12,524.52,2025-01-21 10:01:00+00:00,630,524.5875
524.72,524.72,524.69,27,524.69,2025-01-21 10:02:00+00:00,1493,524.707692
524.68,524.74,524.68,10,524.74,2025-01-21 10:03:00+00:00,285,524.71
524.75,524.75,524.74,14,524.74,2025-01-21 10:04:00+00:00,474,524.747143
524.74,524.74,524.72,18,524.72,2025-01-21 10:05:00+00:00,3316,524.739349
524.72,524.73,524.72,10,524.73,2025-01-21 10:06:00+00:00,564,524.7225
524.95,524.95,524.89,27,524.89,2025-01-21 10:07:00+00:00,1015,524.929735
524.91,524.91,524.89,23,524.89,2025-01-21 10:08:00+00:00,298,524.9
524.82,524.82,524.82,20,524.82,2025-01-21 10:09:00+00:00,234,524.82
524.64,524.64,524.61,26,524.61,2025-01-21 10:10:00+00:00,1053,524.629332
524.5,524.56,524.47,29,524.56,2025-01-21 10:11:00+00:00,2431,524.491763
524.48,524.48,524.48,20,524.48,2025-01-21 10:12:00+00:00,611,524.48
524.37,524.42,524.37,20,524.42,2025-01-21 10:13:00+00:00,1538,524.376855
524.37,524.37,524.37,20,524.37,2025-01-21 10:14:00+00:00,236,524.37
524.31,524.31,524.31,24,524.31,2025-01-21 10:15:00+00:00,1408,524.31
524.44,524.44,524.44,11,524.44,2025-01-21 10:16:00+00:00,477,524.44
524.48,524.48,524.4,4,524.42,2025-01-21 10:17:00+00:00,345,524.431662
524.42,524.42,524.42,13,524.42,2025-01-21 10:18:00+00:00,296,524.42
524.44,524.46,524.44,14,524.46,2025-01-21 10:19:00+00:00,344,524.45
524.44,524.44,524.44,10,524.44,2025-01-21 10:20:00+00:00,195,524.44
524.31,524.32,524.31,9,524.32,2025-01-21 10:21:00+00:00,2165,524.318
524.4,524.42,524.4,8,524.42,2025-01-21 10:23:00+00:00,1143,524.410319
524.42,524.42,524.42,18,524.42,2025-01-21 10:24:00+00:00,542,524.42
524.55,524.59,524.51,21,524.51,2025-01-21 10:27:00+00:00,681,524.548166
524.52,524.52,524.52,8,524.52,2025-01-21 10:31:00+00:00,687,524.52
524.6,524.6,524.6,8,524.6,2025-01-21 10:33:00+00:00,240,524.6
524.6,524.6,524.6,14,524.6,2025-01-21 10:34:00+00:00,178,524.6
524.57,524.57,524.57,16,524.57,2025-01-21 10:35:00+00:00,308,524.57
524.7,524.7,524.7,6,524.7,2025-01-21 10:38:00+00:00,225,524.7
524.56,524.56,524.56,20,524.56,2025-01-21 10:39:00+00:00,434,524.56
524.51,524.51,524.51,16,524.51,2025-01-21 10:40:00+00:00,566,524.51
524.44,524.47,524.44,13,524.47,2025-01-21 10:41:00+00:00,457,524.455714
524.5,524.5,524.5,8,524.5,2025-01-21 10:42:00+00:00,235,524.5
524.44,524.54,524.44,13,524.54,2025-01-21 10:45:00+00:00,846,524.500286
524.43,524.43,524.43,17,524.43,2025-01-21 10:47:00+00:00,417,524.43
524.46,524.46,524.46,8,524.46,2025-01-21 10:48:00+00:00,181,524.46
524.37,524.38,524.37,20,524.38,2025-01-21 10:49:00+00:00,591,524.372701
524.25,524.29,524.23,40,524.29,2025-01-21 10:50:00+00:00,4914,524.247857
524.35,524.35,524.35,7,524.35,2025-01-21 10:51:00+00:00,264,524.35
524.28,524.28,524.28,30,524.28,2025-01-21 10:53:00+00:00,959,524.28
524.12,524.17,524.12,14,524.17,2025-01-21 10:54:00+00:00,730,524.141667
524.02,524.03,524.02,21,524.03,2025-01-21 10:55:00+00:00,497,524.024
524.08,524.08,524.08,9,524.08,2025-01-21 10:56:00+00:00,351,524.08
524.14,524.14,524.09,9,524.09,2025-01-21 10:57:00+00:00,523,524.1025
523.96,524.0,523.96,28,524.0,2025-01-21 10:58:00+00:00,570,523.976
523.92,523.92,523.92,12,523.92,2025-01-21 10:59:00+00:00,411,523.92
523.97,523.97,523.97,21,523.97,2025-01-21 11:00:00+00:00,502,523.97
524.13,524.13,524.13,6,524.13,2025-01-21 11:01:00+00:00,185,524.13
524.14,524.14,524.14,11,524.14,2025-01-21 11:02:00+00:00,342,524.14
524.14,524.14,524.09,10,524.12,2025-01-21 11:04:00+00:00,973,524.12573
524.27,524.27,524.2,14,524.2,2025-01-21 11:05:00+00:00,1049,524.209831
524.29,524.29,524.29,15,524.29,2025-01-21 11:07:00+00:00,539,524.29
524.36,524.37,524.36,5,524.37,2025-01-21 11:08:00+00:00,206,524.365
524.37,524.37,524.37,11,524.37,2025-01-21 11:12:00+00:00,233,524.37
524.27,524.44,524.27,21,524.44,2025-01-21 11:15:00+00:00,732,524.355
524.13,524.22,524.11,25,524.22,2025-01-21 11:16:00+00:00,1897,524.16375
524.0,524.1,524.0,39,524.1,2025-01-21 11:17:00+00:00,2135,524.030526
523.7,523.93,523.7,32,523.93,2025-01-21 11:20:00+00:00,1001,523.796883
523.67,523.8,523.67,33,523.8,2025-01-21 11:22:00+00:00,1568,523.715
523.78,523.78,523.78,15,523.78,2025-01-21 11:23:00+00:00,472,523.78
523.87,523.88,523.87,26,523.88,2025-01-21 11:24:00+00:00,1200,523.878333
523.85,523.94,523.75,36,523.94,2025-01-21 11:25:00+00:00,1313,523.817143
523.67,523.8,523.67,29,523.8,2025-01-21 11:26:00+00:00,2270,523.685602
523.71,523.71,523.71,18,523.71,2025-01-21 11:27:00+00:00,463,523.71
523.72,523.75,523.72,12,523.74,2025-01-21 11:28:00+00:00,1040,523.732222
523.72,523.87,523.72,16,523.83,2025-01-21 11:29:00+00:00,1486,523.831176
523.8,523.92,523.8,27,523.83,2025-01-21 11:30:00+00:00,1008,523.85
523.65,523.65,523.65,26,523.65,2025-01-21 11:31:00+00:00,1278,523.65
523.43,523.6,523.43,72,523.6,2025-01-21 11:32:00+00:00,10486,523.550292
523.59,523.67,523.44,33,523.46,2025-01-21 11:33:00+00:00,2194,523.571765
523.76,523.8,523.76,13,523.8,2025-01-21 11:34:00+00:00,388,523.78
523.82,523.82,523.82,15,523.82,2025-01-21 11:35:00+00:00,567,523.82
523.93,523.97,523.89,25,523.89,2025-01-21 11:36:00+00:00,5379,523.939559
524.02,524.02,524.02,18,524.02,2025-01-21 11:37:00+00:00,420,524.02
523.98,523.98,523.94,18,523.95,2025-01-21 11:38:00+00:00,837,523.955
524.07,524.07,524.03,15,524.06,2025-01-21 11:39:00+00:00,792,524.056
524.05,524.08,524.05,32,524.06,2025-01-21 11:41:00+00:00,2053,524.063571
524.04,524.04,524.0,21,524.0,2025-01-21 11:44:00+00:00,605,524.021132
523.95,523.95,523.95,6,523.95,2025-01-21 11:45:00+00:00,629,523.95
523.92,523.92,523.92,12,523.92,2025-01-21 11:46:00+00:00,336,523.92
523.96,523.96,523.96,3,523.96,2025-01-21 11:47:00+00:00,665,523.96
523.99,523.99,523.99,11,523.99,2025-01-21 11:49:00+00:00,435,523.99
523.95,523.95,523.95,18,523.95,2025-01-21 11:50:00+00:00,448,523.95
523.88,523.88,523.87,12,523.87,2025-01-21 11:51:00+00:00,1100,523.876685
523.92,523.92,523.91,3,523.91,2025-01-21 11:52:00+00:00,282,523.915
523.95,523.95,523.93,8,523.93,2025-01-21 11:53:00+00:00,461,523.937149
523.87,523.87,523.87,4,523.87,2025-01-21 11:54:00+00:00,202,523.87
523.79,523.79,523.79,20,523.79,2025-01-21 11:55:00+00:00,356,523.79
523.61,523.65,523.61,17,523.65,2025-01-21 11:58:00+00:00,10307,523.648831
523.52,523.69,523.52,19,523.69,2025-01-21 11:59:00+00:00,523,523.592857
523.24,523.69,523.24,115,523.6,2025-01-21 12:00:00+00:00,5063,523.517322
522.99,523.21,522.99,93,523.1,2025-01-21 12:01:00+00:00,3668,523.034057
523.11,523.11,522.98,81,523.0,2025-01-21 12:02:00+00:00,28997,522.993304
522.94,523.11,522.94,33,523.07,2025-01-21 12:03:00+00:00,1952,523.034364
523.18,523.18,523.02,43,523.02,2025-01-21 12:04:00+00:00,2381,523.101748
523.27,523.27,523.21,46,523.23,2025-01-21 12:05:00+00:00,1858,523.252782
523.37,523.4,523.33,41,523.37,2025-01-21 12:06:00+00:00,3630,523.371992
523.4,523.46,523.4,38,523.43,2025-01-21 12:07:00+00:00,1685,523.41862
523.58,523.58,523.49,24,523.51,2025-01-21 12:08:00+00:00,1156,523.508487
523.7,523.701,523.69,24,523.69,2025-01-21 12:09:00+00:00,1285,523.699043
523.4,523.7,523.4,26,523.7,2025-01-21 12:10:00+00:00,675,523.49
523.42,523.45,523.42,12,523.45,2025-01-21 12:12:00+00:00,1460,523.440769
523.58,523.58,523.451,9,523.451,2025-01-21 12:13:00+00:00,509,523.508
523.49,523.51,523.49,21,523.51,2025-01-21 12:14:00+00:00,1029,523.504286
523.65,523.65,523.65,12,523.65,2025-01-21 12:15:00+00:00,333,523.65
523.83,523.871,523.66,53,523.66,2025-01-21 12:16:00+00:00,3321,523.746308
523.61,523.63,523.61,25,523.63,2025-01-21 12:17:00+00:00,1234,523.624733
523.88,523.88,523.78,24,523.79,2025-01-21 12:19:00+00:00,1054,523.820833
523.88,523.9,523.83,18,523.85,2025-01-21 12:20:00+00:00,1903,523.846471
523.87,523.92,523.84,31,523.89,2025-01-21 12:21:00+00:00,1760,523.876716
523.895,523.93,523.8,51,523.8,2025-01-21 12:22:00+00:00,1753,523.869167
524.0,524.0,523.96,80,523.97,2025-01-21 12:23:00+00:00,5683,523.998028
524.07,524.07,523.96,35,524.03,2025-01-21 12:24:00+00:00,1818,524.016315
524.08,524.08,524.02,39,524.03,2025-01-21 12:25:00+00:00,1061,524.047
524.05,524.1,523.94,33,524.09,2025-01-21 12:26:00+00:00,1549,524.039655
524.03,524.08,524.03,40,524.07,2025-01-21 12:27:00+00:00,2013,524.061667
524.11,524.11,524.11,49,524.11,2025-01-21 12:28:00+00:00,928,524.11
524.24,524.27,524.2,58,524.25,2025-01-21 12:29:00+00:00,7685,524.227696
524.1,524.18,524.1,36,524.18,2025-01-21 12:30:00+00:00,1485,524.146957
524.13,524.13,524.13,24,524.13,2025-01-21 12:31:00+00:00,287,524.13
524.21,524.21,524.21,15,524.21,2025-01-21 12:33:00+00:00,1009,524.21
524.101,524.24,524.0,116,524.22,2025-01-21 12:34:00+00:00,8994,524.194579
524.05,524.08,524.05,26,524.08,2025-01-21 12:35:00+00:00,925,524.07
524.13,524.13,524.13,24,524.13,2025-01-21 12:36:00+00:00,344,524.13
524.29,524.301,524.241,25,524.241,2025-01-21 12:37:00+00:00,2384,524.291902
524.4,524.4,524.31,42,524.32,2025-01-21 12:38:00+00:00,4290,524.381713
524.359,524.41,524.359,28,524.41,2025-01-21 12:39:00+00:00,2057,524.362
524.29,524.3,524.29,41,524.3,2025-01-21 12:40:00+00:00,1740,524.294512
524.15,524.15,524.15,22,524.15,2025-01-21 12:41:00+00:00,282,524.15
524.09,524.15,524.09,26,524.15,2025-01-21 12:42:00+00:00,1411,524.134169
524.15,524.15,524.13,18,524.13,2025-01-21 12:43:00+00:00,1009,524.146667
524.1,524.11,524.1,22,524.1,2025-01-21 12:44:00+00:00,989,524.102736
524.29,524.29,524.29,26,524.29,2025-01-21 12:45:00+00:00,832,524.29
524.2,524.3,524.2,26,524.3,2025-01-21 12:46:00+00:00,863,524.254628
524.01,524.18,524.01,54,524.16,2025-01-21 12:47:00+00:00,3742,524.049393
523.94,524.0,523.92,55,524.0,2025-01-21 12:48:00+00:00,1183,523.95
523.96,523.96,523.96,22,523.96,2025-01-21 12:49:00+00:00,408,523.96
523.89,523.91,523.88,51,523.9,2025-01-21 12:50:00+00:00,1920,523.891723
523.82,523.89,523.75,76,523.88,2025-01-21 12:51:00+00:00,5943,523.781962
524.01,524.01,523.8,18,523.8,2025-01-21 12:52:00+00:00,1293,523.873333
523.99,524.04,523.98,46,524.04,2025-01-21 12:53:00+00:00,9609,524.008366
524.1,524.1,524.01,24,524.01,2025-01-21 12:54:00+00:00,825,524.065878
523.98,524.03,523.92,51,524.03,2025-01-21 12:55:00+00:00,7120,523.938804
524.0,524.0,524.0,13,524.0,2025-01-21 12:56:00+00:00,437,524.0
524.07,524.07,524.0,24,524.05,2025-01-21 12:57:00+00:00,849,524.023089
524.17,524.17,524.1,29,524.1,2025-01-21 12:58:00+00:00,634,524.118373
524.12,524.26,524.12,50,524.21,2025-01-21 12:59:00+00:00,2626,524.180973
523.88,524.9196,521.5,1121,523.43,2025-01-21 13:00:00+00:00,69281,523.346346
523.9,523.94,523.9,217,523.94,2025-01-21 13:01:00+00:00,1520,523.911111
524.11,524.16,524.01,107,524.0391,2025-01-21 13:02:00+00:00,2733,524.079457
524.12,524.16,524.12,61,524.16,2025-01-21 13:03:00+00:00,1194,524.143857
524.13,524.27,524.12,73,524.13,2025-01-21 13:04:00+00:00,4799,524.196311
524.07,524.07,524.07,41,524.07,2025-01-21 13:05:00+00:00,425,524.07
524.2,524.2,524.0799,49,524.0799,2025-01-21 13:06:00+00:00,1190,524.138283
524.19,524.22,524.17,44,524.17,2025-01-21 13:07:00+00:00,1147,524.1862
524.17,524.29,524.17,73,524.29,2025-01-21 13:08:00+00:00,1722,524.26125
524.27,524.27,521.349,52,524.15,2025-01-21 13:09:00+00:00,2150,523.713566
524.3,524.32,524.281,57,524.32,2025-01-21 13:10:00+00:00,1630,524.301198
524.29,524.32,524.13,112,524.29,2025-01-21 13:11:00+00:00,6182,524.235802
524.05,524.1,524.04,61,524.1,2025-01-21 13:12:00+00:00,6110,524.051177
524.17,524.2,524.13,24,524.13,2025-01-21 13:14:00+00:00,1575,524.154906
524.08,524.2108,524.08,44,524.2108,2025-01-21 13:15:00+00:00,829,524.1227
524.27,524.27,524.11,36,524.12,2025-01-21 13:16:00+00:00,1953,524.159021
524.32,524.34,524.3001,48,524.31,2025-01-21 13:17:00+00:00,1907,524.319267
524.37,524.37,524.3,76,524.31,2025-01-21 13:18:00+00:00,2539,524.346875
524.38,524.42,524.36,67,524.37,2025-01-21 13:19:00+00:00,3106,524.398586
524.39,524.4,524.3413,56,524.39,2025-01-21 13:20:00+00:00,2352,524.36323
524.44,524.52,524.4,88,524.4,2025-01-21 13:21:00+00:00,5457,524.468089
524.45,524.46,524.44,41,524.45,2025-01-21 13:22:00+00:00,1938,524.445777
524.5,524.5,524.44,74,524.4999,2025-01-21 13:23:00+00:00,9916,524.495682
524.3,524.42,524.3,67,524.38,2025-01-21 13:24:00+00:00,4643,524.360428
524.21,524.33,524.17,65,524.31,2025-01-21 13:25:00+00:00,7097,524.277403
524.15,524.18,524.02,59,524.18,2025-01-21 13:26:00+00:00,2720,524.12381
524.09,524.1,524.0601,42,524.0601,2025-01-21 13:27:00+00:00,3043,524.092094
524.18,524.18,524.11,62,524.11,2025-01-21 13:28:00+00:00,3029,524.124089
524.05,524.07,524.05,47,524.07,2025-01-21 13:29:00+00:00,839,524.05346
524.13,524.2,524.0,83,524.0,2025-01-21 13:30:00+00:00,2256,524.112593
524.28,524.29,524.12,48,524.17,2025-01-21 13:31:00+00:00,1159,524.214051
524.35,524.35,524.29,53,524.29,2025-01-21 13:32:00+00:00,1126,524.31775
524.46,524.49,524.38,103,524.38,2025-01-21 13:33:00+00:00,17461,524.418844
524.45,524.5,524.45,76,524.48,2025-01-21 13:34:00+00:00,5703,524.476793
524.37,524.4,524.34,60,524.4,2025-01-21 13:35:00+00:00,1060,524.375008
524.32,524.38,524.3,30,524.38,2025-01-21 13:36:00+00:00,684,524.32
524.33,524.36,524.33,42,524.36,2025-01-21 13:37:00+00:00,2280,524.3425
524.4,524.4,524.2,81,524.26,2025-01-21 13:38:00+00:00,11448,524.361078
524.4,524.4,524.4,43,524.4,2025-01-21 13:39:00+00:00,483,524.4
524.22,524.37,524.22,63,524.37,2025-01-21 13:40:00+00:00,1710,524.325807
524.31,524.32,524.29,30,524.29,2025-01-21 13:41:00+00:00,1107,524.306956
524.3266,524.35,524.25,31,524.35,2025-01-21 13:42:00+00:00,2445,524.321097
524.35,524.35,524.3,21,524.3,2025-01-21 13:43:00+00:00,786,524.314659
524.4,524.4,524.33,56,524.33,2025-01-21 13:44:00+00:00,1774,524.388576
524.44,524.44,524.4,55,524.4,2025-01-21 13:46:00+00:00,8606,524.40094
524.75,524.75,524.41,142,524.41,2025-01-21 13:47:00+00:00,16326,524.554305
524.65,524.79,524.65,53,524.7693,2025-01-21 13:48:00+00:00,3121,524.717335
524.73,524.85,524.65,120,524.66,2025-01-21 13:49:00+00:00,26497,524.756513
524.72,524.77,524.67,73,524.77,2025-01-21 13:50:00+00:00,3693,524.728294
524.75,524.75,524.72,58,524.72,2025-01-21 13:51:00+00:00,1627,524.7425
524.879,524.879,524.76,99,524.77,2025-01-21 13:52:00+00:00,13632,524.777778
524.78,524.8,524.7501,57,524.8,2025-01-21 13:53:00+00:00,6722,524.766193
524.8,524.8,524.77,28,524.77,2025-01-21 13:54:00+00:00,3458,524.780006
524.82,524.82,524.76,66,524.7799,2025-01-21 13:55:00+00:00,2028,524.794723
524.87,524.87,524.87,28,524.87,2025-01-21 13:56:00+00:00,397,524.87
524.86,524.93,524.7901,78,524.881,2025-01-21 13:57:00+00:00,3717,524.883893
524.6498,524.78,524.62,92,524.78,2025-01-21 13:58:00+00:00,7589,524.678086
524.82,524.86,524.6388,37,524.6388,2025-01-21 13:59:00+00:00,1845,524.764721
525.0,525.0,524.86,220,524.86,2025-01-21 14:00:00+00:00,16821,524.948625
525.0405,525.09,525.001,102,525.04,2025-01-21 14:01:00+00:00,12535,525.043048
525.05,525.0899,525.0,62,525.05,2025-01-21 14:02:00+00:00,2835,525.048207
525.0699,525.08,525.0,78,525.062,2025-01-21 14:03:00+00:00,4631,525.032743
524.99,525.07,524.99,74,525.059,2025-01-21 14:04:00+00:00,5719,525.01883
524.82,525.01,524.8008,135,525.0,2025-01-21 14:05:00+00:00,9612,524.911942
524.76,524.79,524.73,74,524.74,2025-01-21 14:06:00+00:00,3449,524.742641
524.91,524.9101,524.71,100,524.76,2025-01-21 14:07:00+00:00,3472,524.795708
524.84,524.94,524.84,70,524.911,2025-01-21 14:08:00+00:00,3238,524.905052
524.7571,524.8,524.75,43,524.79,2025-01-21 14:09:00+00:00,1538,524.776769
524.77,524.7797,524.74,62,524.7797,2025-01-21 14:10:00+00:00,2684,524.766616
524.67,524.789,524.67,81,524.7493,2025-01-21 14:11:00+00:00,910,524.719575
524.74,524.74,524.62,84,524.63,2025-01-21 14:12:00+00:00,4200,524.653191
524.6612,524.72,524.64,67,524.68,2025-01-21 14:13:00+00:00,2148,524.667984
524.82,524.82,524.7585,37,524.76,2025-01-21 14:14:00+00:00,813,524.7739
524.82,524.86,524.79,51,524.79,2025-01-21 14:15:00+00:00,1569,524.816088
524.819,524.86,524.78,59,524.86,2025-01-21 14:16:00+00:00,5821,524.857271
524.8,524.8,524.78,41,524.78,2025-01-21 14:17:00+00:00,537,524.79
524.58,524.8,524.58,136,524.8,2025-01-21 14:18:00+00:00,6740,524.681192
524.5,524.6293,524.47,110,524.6,2025-01-21 14:19:00+00:00,5582,524.520188
524.48,524.5,524.42,100,524.47,2025-01-21 14:20:00+00:00,5595,524.467451
524.42,524.53,524.39,123,524.41,2025-01-21 14:21:00+00:00,10587,524.420368
524.4,524.47,524.371,65,524.4199,2025-01-21 14:22:00+00:00,2842,524.416979
524.44,524.45,524.38,74,524.38,2025-01-21 14:23:00+00:00,3141,524.413917
524.3,524.39,524.2,138,524.35,2025-01-21 14:24:00+00:00,10752,524.306643
524.6,524.6,524.29,295,524.29,2025-01-21 14:25:00+00:00,16694,524.465767
524.6,524.64,524.58,202,524.6,2025-01-21 14:26:00+00:00,3558,524.620828
524.42,524.67,524.42,237,524.6,2025-01-21 14:27:00+00:00,12857,524.590153
524.235,524.41,524.16,200,524.41,2025-01-21 14:28:00+00:00,17164,524.250445
524.45,524.45,524.15,102,524.26,2025-01-21 14:29:00+00:00,19291,524.358883
524.4,524.69,524.01,9034,524.47,2025-01-21 14:30:00+00:00,460895,524.529912
524.21,524.54,524.15,1482,524.3901,2025-01-21 14:31:00+00:00,99971,524.355655
524.11,524.24,523.87,1407,524.24,2025-01-21 14:32:00+00:00,80887,524.034889
524.2795,524.46,524.02,1531,524.15,2025-01-21 14:33:00+00:00,108663,524.250285
524.0,524.55,523.98,1632,524.25,2025-01-21 14:34:00+00:00,107835,524.274526
524.2901,524.48,524.01,1457,524.03,2025-01-21 14:35:00+00:00,93723,524.270134
523.6,524.39,523.58,1565,524.28,2025-01-21 14:36:00+00:00,110316,524.100157
523.0,523.64,522.88,1876,523.59,2025-01-21 14:37:00+00:00,107075,523.246343
522.66,523.06,522.62,1272,522.94,2025-01-21 14:38:00+00:00,88990,522.814732
522.71,522.95,522.5701,1280,522.71,2025-01-21 14:39:00+00:00,69307,522.735679
521.89,522.75,521.74,4203,522.75,2025-01-21 14:40:00+00:00,152303,522.077454
521.85,522.01,521.61,2215,521.92,2025-01-21 14:41:00+00:00,115988,521.797531
522.29,522.5,521.7,1524,521.87,2025-01-21 14:42:00+00:00,107027,522.149456
522.6548,522.66,521.93,1229,522.32,2025-01-21 14:43:00+00:00,70730,522.283926
522.31,522.78,522.2201,1219,522.68,2025-01-21 14:44:00+00:00,78878,522.529131
522.63,522.63,522.21,1712,522.3,2025-01-21 14:45:00+00:00,130405,522.415204
522.47,522.76,522.25,1329,522.62,2025-01-21 14:46:00+00:00,70307,522.531793
523.13,523.16,522.46,1364,522.51,2025-01-21 14:47:00+00:00,77356,522.89848
523.4425,523.47,523.035,1621,523.06,2025-01-21 14:48:00+00:00,118176,523.307409
523.08,523.685,522.98,1569,523.4,2025-01-21 14:49:00+00:00,99393,523.391669
523.08,523.52,522.9636,1324,523.11,2025-01-21 14:50:00+00:00,69575,523.208754
523.46,523.6,522.9,1269,523.08,2025-01-21 14:51:00+00:00,94309,523.271323
523.3,523.52,523.2,1231,523.46,2025-01-21 14:52:00+00:00,83259,523.359242
522.11,523.45,521.77,2852,523.41,2025-01-21 14:53:00+00:00,209546,522.314475
521.47,522.17,521.19,2281,522.08,2025-01-21 14:54:00+00:00,156352,521.597794
522.355,522.53,521.46,1661,521.47,2025-01-21 14:55:00+00:00,107327,522.134097
522.38,522.62,522.06,1228,522.37,2025-01-21 14:56:00+00:00,78893,522.301062
522.08,522.4799,522.01,851,522.45,2025-01-21 14:57:00+00:00,49075,522.245851
522.32,522.41,522.09,858,522.09,2025-01-21 14:58:00+00:00,46004,522.251011
522.62,522.73,522.2,969,522.3167,2025-01-21 14:59:00+00:00,56540,522.464268
522.26,522.59,521.72,1262,522.58,2025-01-21 15:00:00+00:00,74747,522.093451
521.97,522.44,521.72,1283,522.3,2025-01-21 15:01:00+00:00,85376,522.094162
521.74,522.05,521.52,1288,521.98,2025-01-21 15:02:00+00:00,70324,521.682034
522.03,522.03,521.63,1137,521.78,2025-01-21 15:03:00+00:00,88422,521.832792
521.77,522.07,521.77,1008,522.01,2025-01-21 15:04:00+00:00,62461,521.893429
522.0,522.12,521.41,1181,521.75,2025-01-21 15:05:00+00:00,69264,521.732454
521.98,522.26,521.82,2675,522.03,2025-01-21 15:06:00+00:00,277390,522.026937
522.15,522.15,521.66,3398,521.97,2025-01-21 15:07:00+00:00,70061,521.955724
522.62,522.68,522.2,3477,522.2,2025-01-21 15:08:00+00:00,62835,522.437472
522.184,522.63,522.17,3444,522.59,2025-01-21 15:09:00+00:00,59205,522.383715
522.09,522.4552,522.0,2811,522.15,2025-01-21 15:10:00+00:00,50712,522.210105
521.0337,522.09,520.96,1806,522.07,2025-01-21 15:11:00+00:00,88711,521.395855
